M00967_193_000000000-CRJK7_1_2107_22749_21466_Otu00041,NR_113132.1,99.203,251,2,0,2,252,490,740,1.02e-131,453
M00967_194_000000000-CP4FK_1_2102_7107_17995_Otu00041,NR_113132.1,99.206,252,2,0,1,252,489,740,2.85e-132,455
M00967_191_000000000-CT9GN_1_1106_10040_20904_Otu03580,NR_113132.1,96.787,249,8,0,1,249,489,737,1.34e-120,416
M00967_199_000000000-J7LFV_1_1103_26507_23033_Otu00041,NR_113132.1,98.814,253,1,2,1,252,489,740,1.32e-130,449
M00967_189_000000000-CPF9G_1_2101_13583_21749_Otu06055,NR_113132.1,97.222,252,7,0,1,252,489,740,6.21e-124,427
M00967_192_000000000-CRG28_1_1104_20505_20829_Otu00041,NR_113132.1,99.209,253,1,1,1,253,489,740,2.86e-132,455
M00967_186_000000000-CPCPM_1_1102_24109_5008_Otu00041,NR_113132.1,98.810,252,2,1,1,251,489,740,4.74e-130,448
M00967_192_000000000-CRG28_1_1103_18581_9151_Otu01187,NR_113132.1,98.016,252,5,0,1,252,489,740,2.87e-127,438
M00967_186_000000000-CPCPM_1_2105_4852_20810_Otu00041,NR_113132.1,99.595,247,1,0,6,252,494,740,3.68e-131,451
M00967_186_000000000-CPCPM_1_2113_18415_25305_Otu00041,NR_113132.1,100.000,252,0,0,1,252,489,740,1.31e-135,466
M00967_192_000000000-CRG28_1_2101_14953_7747_Otu00041,NR_113132.1,99.203,251,2,0,1,251,489,739,1.02e-131,453
M00967_191_000000000-CT9GN_1_1101_19255_25720_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_199_000000000-J7LFV_1_2105_10777_14689_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_199_000000000-J7LFV_1_1114_27725_16897_Otu00041,NR_113132.1,99.209,253,1,1,1,253,489,740,2.86e-132,455
M00967_193_000000000-CRJK7_1_1107_9086_8542_Otu03988,NR_113132.1,98.016,252,5,0,1,252,489,740,2.87e-127,438
M00967_188_000000000-CP4F4_1_2107_10546_23239_Otu03869,NR_113132.1,97.619,252,6,0,1,252,489,740,1.33e-125,433
M00967_201_000000000-J7L9V_1_2104_8450_17119_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_192_000000000-CRG28_1_1113_10831_15843_Otu00041,NR_113132.1,98.810,252,2,1,1,251,489,740,4.74e-130,448
M00967_186_000000000-CPCPM_1_2101_12095_5923_Otu00041,NR_113132.1,99.197,249,2,0,1,249,489,737,1.32e-130,449
M00967_195_000000000-CYFC4_1_1106_20703_6063_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_192_000000000-CRG28_1_1113_20614_22536_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_210_000000000-JBN4R_1_1105_16339_19470_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_192_000000000-CRG28_1_1112_22246_7887_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_181_000000000-CK5VB_1_2106_22830_23528_Otu00041,NR_113132.1,98.413,252,0,1,1,248,489,740,7.84e-128,440
M00967_186_000000000-CPCPM_1_2108_8362_24265_Otu03073,NR_113132.1,96.825,252,8,0,1,252,489,740,2.89e-122,422
M00967_188_000000000-CP4F4_1_1105_3127_21446_Otu00041,NR_113132.1,99.600,250,1,0,2,251,490,739,7.91e-133,457
M00967_189_000000000-CPF9G_1_1112_4566_13045_Otu08835,NR_113132.1,96.032,252,10,0,1,252,489,740,6.25e-119,411
M00967_181_000000000-CK5VB_1_1105_17640_7301_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_210_000000000-JBN4R_1_2114_22678_18193_Otu00041,NR_113132.1,98.016,252,0,1,1,247,489,740,1.31e-125,433
M00967_193_000000000-CRJK7_1_2102_23116_15800_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_180_000000000-CJ3BL_1_1111_20011_19617_Otu00041,NR_113132.1,99.603,252,1,0,1,252,489,740,6.12e-134,460
M00967_210_000000000-JBN4R_1_2104_24837_17283_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_186_000000000-CPCPM_1_1112_19574_15938_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_181_000000000-CK5VB_1_2106_9608_11574_Otu16305,NR_113132.1,95.635,252,11,0,1,252,489,740,2.91e-117,405
M00967_186_000000000-CPCPM_1_1103_5250_7201_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_210_000000000-JBN4R_1_2105_10101_23693_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_199_000000000-J7LFV_1_1110_17157_11091_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_189_000000000-CPF9G_1_1114_20652_5838_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_210_000000000-JBN4R_1_1114_13930_8039_Otu00041,NR_113132.1,99.209,253,1,1,1,253,489,740,2.86e-132,455
M00967_193_000000000-CRJK7_1_1106_7992_15505_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_189_000000000-CPF9G_1_1107_15234_24781_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_192_000000000-CRG28_1_1107_7742_22584_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_180_000000000-CJ3BL_1_1114_6945_9983_Otu00041,NR_113132.1,99.603,252,0,1,1,251,489,740,2.19e-133,459
M00967_188_000000000-CP4F4_1_1105_11914_8028_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_192_000000000-CRG28_1_1101_3875_19076_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_188_000000000-CP4F4_1_2108_22494_11827_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_181_000000000-CK5VB_1_1110_26834_12860_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_194_000000000-CP4FK_1_1106_20300_6323_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_192_000000000-CRG28_1_1104_11142_4192_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_188_000000000-CP4F4_1_2105_11402_8129_Otu00041,NR_113132.1,99.603,252,1,0,1,252,489,740,6.12e-134,460
M00967_199_000000000-J7LFV_1_2110_7389_13284_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_199_000000000-J7LFV_1_2114_19015_25014_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_193_000000000-CRJK7_1_2102_19783_15077_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_186_000000000-CPCPM_1_2104_12232_6205_Otu00041,NR_113132.1,98.413,252,4,0,1,252,489,740,6.16e-129,444
M00967_194_000000000-CP4FK_1_2114_28607_11272_Otu18076,NR_113132.1,94.628,242,13,0,11,252,499,740,2.28e-108,375
M00967_199_000000000-J7LFV_1_2108_24315_7987_Otu00041,NR_113132.1,99.598,249,1,0,1,249,489,737,2.85e-132,455
M00967_194_000000000-CP4FK_1_1113_6651_10291_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_181_000000000-CK5VB_1_1101_10471_21625_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
M00967_193_000000000-CRJK7_1_2106_8720_10123_Otu00041,NR_113132.1,99.203,251,2,0,2,252,490,740,1.02e-131,453
M00967_181_000000000-CK5VB_1_1108_18091_19065_Otu03207,NR_113132.1,97.619,252,6,0,1,252,489,740,1.33e-125,433
M00967_191_000000000-CT9GN_1_2112_21139_27069_Otu00041,NR_113132.1,99.203,251,2,0,1,251,489,739,1.02e-131,453
M00967_181_000000000-CK5VB_1_1105_18191_10460_Otu03580,NR_113132.1,97.992,249,5,0,1,249,489,737,1.33e-125,433
M00967_183_000000000-CK5H8_1_1101_12522_19521_Otu00041,NR_113132.1,98.810,252,3,0,1,252,489,740,1.32e-130,449
